sno,state,type,city,address,search_hit,match_source,top_result_title,top_result_link
6,AP,Hospital,Tirupathi,"ESI Hospital, Avilala Post, RC Road, Tirupathi-517507",True,srotirupati.esic.gov.in,ESIS Hospitals | State Government-Run ESI Healthcare Facilities,https://www.srotirupati.esic.gov.in/esis-hospital
7,AP,Hospital,Adhoni,"ESI Dispensary (WEST), Madhavaram Road, Adoni-518301",False,,,
8,AP,Hospital,Godavari,"OPP. AP PAPER MILLS, SRI RAM NAGAR, RAJAHMUNDRY, EAST GODAVARI Dt. 533 102",False,,,
9,AP,Hospital,Vijayawada,"ESI Hospital, Gunadala, Vijayawada-520001, Krishna District, Andhra Pradesh",False,,,
10,AP,Hospital,Vishakhapatnam,"Med Superintendent, ESI Hospital, Gandhigram, Visakhapatnam-530005",False,,,
11,AP,Dispensary,Ananthapuram,"Court Road, Ananthapuram",False,,,
12,AP,Dispensary,Ananthapuram,"Azad nagar, Hindupur, Ananthapur Dist -515201",False,,,
13,AP,Dispensary,Chittor,"NO.3 85-Madara Street, Bargonipalem, Chittoor Dist-517416",False,,,
14,AP,Dispensary,Madanapalli,"Esi Dispensary, Dr C cousins Road, B K Palli, Madanapalli-517325",False,,,
15,AP,Dispensary,Chittor,"Esi Dispensary,9/220 Malleshmanagar, Nagari, Chittoor dist",False,,,
16,AP,Dispensary,Chittor,"Vigneswara Complex, 27/925/2, Puttur Road, Chittoor",False,,,
17,AP,Dispensary,Chittor,"15/681, Sri Ram Nagar Colony, Panagal Post Office Building, Srikalahasthi, Chittoor Dist 517644",False,,,
18,AP,Dispensary,Kadapa,"D.NO: 6/1482, 1ST FLOOR, SANKARAPURAM, KADAPA",False,,,
19,AP,Dispensary,Godavari,"up stairs tellphone exchange, DOWLESWARAM ,East Godavari Dist 533 124",False,,,
20,AP,Dispensary,Godavari,ELURU WEST GODAVARI DIST 534005,False,,,
21,AP,Dispensary,Godavari,"D No 15-3-15A, Near Rly Station, Old DSF office, Bapuji Nagar, KOVVURU, West Godavari Dist. 534 350",False,,,
22,AP,Dispensary,Godavari,"H No 11-4-37, NIDADAVOLE, West Godavari Dist 534301",False,,,
23,AP,Dispensary,Godavari,"H No 9-13-1/A, Tanuku Road, TADEPALLIGUDEM, West Godavari Dist 534 102",False,,,
24,AP,Dispensary,Godavari,"H.No 22-124/4, Sajjapuram, TANUKU, West Godavari Dist. 534211",False,,,
25,AP,Dispensary,Godavari,"H.No 3-59, VEKOPA, West Godavari Dist 534 210",False,,,
26,AP,Dispensary,Guntur,"ESI Dispensary(K.Nagar), Devapuram, 1st Line, Guntur 522006",False,,,
27,AP,Dispensary,Guntur,"D.No.5/741, Beside SKT Traders, Opp APSRTC Busstand, Chilakaluripeta - 522616, Guntur District, AP",False,,,
28,AP,Dispensary,Guntur,"H.no: 2-168, Nallapadu, Guntur Dist.-522005",False,,,
29,AP,Dispensary,Guntur,"Pedakakani, Guntur Dist-522503",False,,,
30,AP,Dispensary,Guntur,"ESI DISPENSARY, P V THOTA, GUNTUR",False,,,
31,AP,Dispensary,Vijayawada,"UNDAVALLI, Tadepalli Mandal, Vijayawada",True,justdial.com,"Esi Dispensary in Undavalli,Guntur - Best Clinics near me in Guntur ...",https://www.justdial.com/Guntur/Esi-Dispensary-Undavalli/9999PX863-X863-100824124935-M7B9_BZDET
32,AP,Dispensary,Kotnur,"Kotnur, Hindupur",False,,,
33,AP,Dispensary,Proddatur,"A.P VIDYA VIDHANA PARISHAD COMPOUND, PRODDATUR-516360",False,,,
34,AP,Dispensary,Kadapa,"4/1292, OPP. Z.P. HIGH SCHOOL, I.C.L ROAD, YERRAGUNTLA, KADAPA",False,,,
35,AP,Dispensary,Veravalli,"VERAVALLI, BAPULAPADU (GUISINA)-521110",False,,,
36,AP,Dispensary,Penamaluru,"D No: 12-109, bridge down, Penamaluru, Krishna Dist-521139",False,,,
37,AP,Dispensary,Jaggayyapeta,"D NO:3-73, BESIDE CHILLAKALLU POLICE STATION, CHILLAKALLU, JAGGAYYAPETA, KRISHNA DIST.521175",False,,,
38,AP,Dispensary,Vijayawada,"Near telephone Exchange, Beside fire station, 100 Ft Road, Auto Nagar, Vijayawada",False,,,
39,AP,Dispensary,Vijayawada,"Vijaya Lakshmi Nilayam, D.No: 24-21-3, Ashramam Street, Durga Puram, Vijayawada",False,,,
40,AP,Dispensary,Vijayawada,"D No: 24-21-3, Vijaya Lakshmi Nilayam, Asram Street, Near Bomma Center, Durgapura, Vijayawada",False,,,
41,AP,Dispensary,Vijayawada,Vijayawada,False,,,
42,AP,Dispensary,Vijayawada,"Bhavanipuram, Vijayawada, pin: 520012",False,,,
43,AP,Dispensary,Kurnool,"ESI Quarter, ESI Dispensary West, Madhavpuram Road, Adoni-518301, Kurnool Dist AP",False,,,
44,AP,Dispensary,Adhoni,"House No. 27/10, SKD Colony, Rth Road, Adoni -518301",False,,,
45,AP,Dispensary,Kurnool,"ESI DISPENSARY, NEAR GOVT HOSPITAL, OPP:PETROL BUNK, BUDHAWARPET, KURNOOL-518001",False,,,
46,AP,Dispensary,Kurnool,"ESI DISPENSARY, NEAR OLD BUS STAND ROAD, GONEGANDLA, KURNOOL-518001",False,,,
47,AP,Dispensary,Kurnool,"ESI DISPENSARY, NEAR KOVVURU SATRAM, KADAPA ROAD, NANDYALA, KURNOOL",False,,,
48,AP,Dispensary,Kurnool,"H.NO:1/526, Opp RTC Bus Stand, YEMMIGANUR-518360, Kurnool Dt., ANDHRA PRADESH.",True,justdial.com,"ESI Dispensary in Kurnool Bazar,Kurnool - Best Clinics near me in ...",https://www.justdial.com/Kurnool/ESI-Dispensary-Kurnool-Bazar/9999P8518-8518-101226182343-V5W4_BZDET
49,AP,Dispensary,Nellore,"7/208, Narsingaraopet, Near Ramalayam, Gudur, Nellore Dist. 524101",False,,,
50,AP,Dispensary,Nellore,"1/47, LIC Nagar, Nawabpet, Nellore-2",False,,,
51,AP,Dispensary,Nellore,"Esic Dispensary, Sullurupeta, Nellore district.",False,,,
52,AP,Dispensary,Tada,DNO.3/1(D) OPP TO R&B GUEST HOUSE GNT ROAD TADA-524401,False,,,
53,AP,Dispensary,Chirala,"ESI Dispensary, Near Prasad Theatre, Prakasam Dist., Chirala-523155",False,,,
54,AP,Dispensary,Guntur,"MACHERLA, GUNTUR-522426",False,,,
55,AP,Dispensary,Markapur,"H.no-4-286, beside masjid kondepalli road, wadde bazar, markapur, prakasam district, AP, 523316.",False,,,
56,AP,Dispensary,Tirupathi,"No. Type V, No.4, ESI Hospital Staff Quarters, Avilala Post, Tirupathi North 517506",False,,,
57,AP,Dispensary,Vishakhapatnam,"Chittivalasa, Visakhapatnam",False,,,
58,AP,Dispensary,Vishakhapatnam,"C/o The Incharge Medical Officer, ESI Dispensary, Ganthigram, Flat No. 104, D.No. 63-3-74, Jawahar Nagar, Sri Hari Puram, Vishakhapatnam, 530011",False,,,
59,AP,Dispensary,Vishakhapatnam,"Gopalapatnam, Visakhapatnam",False,,,
60,AP,Dispensary,Vishakhapatnam,"Industrial Estate, Kancharapalem, Visakhapatnam, A. P.",False,,,
61,AP,Dispensary,Vishakhapatnam,"ESI Dispensary, Kothavalasa, Visakhapatnam. SITE CODE: ESICDSAPVIKOTO",False,,,
62,AP,Dispensary,Vishakhapatnam,"ESI DISPENSARY, RAMNAGAR, VISAKHAPATNAM. SITE CODE: ESICDSAPVIRAMO",False,,,
63,AP,Dispensary,Vizianagaram,"SHRIRAM NAGAR, GARIVIDI, VIZIANAGARAM",False,,,
64,AP,Dispensary,Godavari,"ESI DISPENSARY, HIG-2, AP HOUSING BOARD COLONY, BHIMAVARAM, West Godavari District-534201",False,,,
65,AP,Dispensary,Ananthapuram,"D No: 3/293, Amaravathi Street, Tadipatri, Ananthpur District",False,,,
66,AP,Dispensary,Godavari,"NEAR PANCHAYATHI OFFICE, KADIYAM, EAST GODAVARI 533126",False,,,
67,AP,Dispensary,Kakinada,"ESI DISPENSARY, SAMBAMURTHY NAGAR, KAKINADA 533007",False,,,
68,AP,Dispensary,Rajahmundry,"D NO: 72-14-1/1, SAIDURGA NAGAR LALACHERUVU, RAJAHMUNDRY",False,,,
69,AP,Dispensary,Godavari,"H.No.44-4-1, Innespeta, Rajahmundry, East Godavari - 533101",False,,,
70,AP,Dispensary,Godavari,"HOUSE NO: 16-4-75/A, SAMARLAKOTA, EAST GODAVARI, 533440",False,,,
71,AP,Dispensary,Sarpavaram,"IMS, ESI DISP D.NO:69-7-8 SARPAVARAM-533003",False,,,
72,AP,Dispensary,Guntakal,"18/820 C4, 60 Feet's Road, Guntakal-515 801",True,nta.esic.gov.in,ESIC Dispensaries | Employees' State Insurance Corporation,https://nta.esic.gov.in/dispensaries
73,AP,Dispensary,Renigunta,"14-177, Gowel Nagar, Renigunta",False,,,
74,AP,Dispensary,Rajahmundry,"OPP. AP PAPER MILLS, SRIRAM NAGAR, RAJAHMUNDRY 533105",False,,,
75,AP,Dispensary,Machilipatnam,"ESIC DISPENSARY, MACHILIPATNAM",False,,,
76,AP,Dispensary,Vijayawada,"D-NO-5-110, RAMESH RESIDENCY, KUMMARI BAZAAR, BANK CENTER, KONDAPALLI, VIJAYAWADA-521228",False,,,
77,AP,Dispensary,Srikakulam,"PYDIDHEEMAVARAM, NH-5 ROAD, SRIKAKULAM",False,,,
78,AP,Dispensary,Vishakhapatnam,"DNO:31-27-46/B, Prince Enclave, Rly.Station Road, Kumnanmodalam, Visakhapatnam District, Andhrapradesh.",False,,,
79,AP,Dispensary,Vizianagaram,"NEELIMARLA, VIZIANAGARAM",False,,,
80,AP,Dispensary,Vishakhapatnam,"POTHAGANTIYADA, VISAKHAPATNAM",False,,,
81,AP,Dispensary,Vizianagaram,"CANTONMENT POST OFFICE, VIZIANAGARAM",False,,,
82,AP,Dispensary,Koduru,"D.NO:1/235-1, NEAR ANJANEYA SWAMY TEMPLE REDDY VARI PALLY ROAD RLY KODURU",False,,,
83,AP,Dispensary,Vijayawada,"H.No.23-8-45, Ramulavaristreet, VIJAYAWADA-11, Vijayawada(ADC) (ESICDSAPVJZAT20-011)esi dispensary, hanuman street, upstairs of sbi, satyanarayana puram, vijayawada-520002)",False,,,
84,AP,Dispensary,Nellore,"Insurance Medical Officer, ESI Dispensary, Chira Padugupadu, NELLORE - 524 004",False,,,
85,AP,Dispensary,Vizianagaram,"D No 760/1, GIDDALURU, Prakasam Dist. 523 558(New Address-ESI Dispensary, (C/O) S. Venkata Rao, Govt Hospital Road Near prajavidya sala, GODDALLUR, Prakasam Dist. 533 558",False,,,
86,AP,Dispensary,Vishakhapatnam,"D.No 8-1-58, Near pontulugari mada, OldGajuwaka, Visakhapatnam-530 026",False,,,
87,AP,Dispensary,Pondicherry,"NEW ADDRESS: ESI Dispensary, Draksharma road, near ITI, Opposite to Yanam sub jail, Yanam, Andhra Pradesh 533464",False,,,
88,AP,Dispensary,Vishakhapatnam,"ESI Dispensary, Sai Enclave Near Heritage Parlour, Akkayyapalem, Vishakhapatnam-531011",False,,,
89,AP,Branch Office,Adhoni,"ESI BRANCH OFFICE, ESI COMPOUND WALL, ADONI-518302, KURNOOL-DT",False,,,
90,AP,Branch Office,Vishakhapatnam,"CHITTIVALASA, VISAKHAPATNAM",False,,,
91,AP,Branch Office,Chittor,"Near Nutren Factory, Palamaneru Road, Chittoor-517002",False,,,
92,AP,Branch Office,Eluru,"D NO 20C-8-6, Raja Nilayam, Paleetivari street, Powerpet Eluru 534002",False,,,
93,AP,Branch Office,Guntur,"D NO: 10/1 Arundalpet, Guntur 522002",False,,,
94,AP,Branch Office,Kadapa,"DO No. 45/376, 1st Floor, Above Syndicate Bank, ITI Circle BALAJI Nagar, Main Road Kadapa-516001",False,,,
95,AP,Branch Office,Kurnool,"BRANCH OFFICE, OPP AP TOURISUM HOTEL, VENKATA RAMANA COLONY, KURNOOL-518001.",False,,,
96,AP,Branch Office,Chittor,"H.no 111-193-4-1, opp apsrtc bus stand, madanapally, chittoor-517325",True,yappe.in,ESI Branch Office - Insurance agency - Chittoor - yappe.in,https://yappe.in/andhra-pradesh/chittoor/esi-branch-office/1941331
97,AP,Branch Office,Nellore,"Branch Office, D NO 24/3/240, Near Mee Seva, SOBHAN NAGAR, Nellore Andhra Pradesh 524003",False,,,
98,AP,Branch Office,Vizianagaram,"NELLIMARLA, VIZIANAGARAM.",False,,,
99,AP,Branch Office,Tanuku,"D NO 22-19-33, -Proud Satyanarayana puram, Opp: Gollapudi venkataraya Memorial polytechnic college, Tanuku-534211.",False,,,
100,AP,Branch Office,Tirupathi,"D. No. 6-1-77/A, Varadaraja Nagar, KT Road, Tirupathi.",False,,,
101,AP,Branch Office,Vijayawada,"ESIC BRANCH OFFICE, NEAR RRI STATION, AUTO NAGAR, VIJAYAWADA-520007",False,,,
102,AP,Branch Office,Vijayawada,"28-22-30, MUDUNURI VARI STREET, NUTAN TOWERS, NEAR JAYARAM THEATRE, GANDHI NAGAR, VIJAYAWADA-520003",False,,,
103,AP,Branch Office,Vizianagaram,"SRI RAM NAGAR, GARIVIDI, VIZIANAGARAM.",False,,,
104,AP,Branch Office,Vishakhapatnam,"Marripalem, ESIC BO, Visakhapatnam",False,,,
105,AP,Branch Office,Vizianagaram,"RING ROAD, VIZIANAGARAM.",False,,,
106,AP,Branch Office,Hindupur,"Branch Manager, Branch Office, ESI Corporation, D.No.26-4-744/1, Near Shanti Talkies, Hindupur-515201",False,,,
107,AP,Branch Office,Kakinada,"ESI DISPENSARY COMPOUND, SAMBAMURTHY NAGAR, KAKINADA",True,kakinadahospital.esic.gov.in,ESIC Dispensary-cum-Branch Office (DCBO) | Healthcare Services,https://kakinadahospital.esic.gov.in/dcbos
108,AP,Branch Office,Rajahmundry,"BRANCH OFFICE, ESI CORPORATION, 26-2-6, KOPPISETTYVARI STREET, KAMBALAPETA, UPSTAIRS OF UNION BANK, RAJAHMUNDRY-53310",False,,,
109,AP,Branch Office,Vishakhapatnam,"Patnaik Chambers, Door No 7-9-12, Pantulugari meda, NH-5 Road, Opp. Electrical Sub-Station, Old Gajuwaka Post, Visakhapatnam",False,,,
113,ASSAM,Hospital,Guwahati,"ESI Model Hospital, Beltola, Guwahati - 781022, Assam",False,,,
114,ASSAM,Dispensary,Guwahati,"Opp. Military Camp, P.O-Amingaon, Guwahati-781031",False,,,
115,ASSAM,Dispensary,Guwahati,"House No. 8, Bye lane No-3, Barnachal, Bamunimaidan, Guwahati-781021",False,,,
116,ASSAM,Dispensary,Guwahati,"Narengi, Forest Gate, Guwahati-781026, Assam",False,,,
117,ASSAM,Dispensary,Guwahati,"H. No. 8, Usha Nagar, Super Market, Guwahati-781006, Assam",False,,,
118,ASSAM,Dispensary,Guwahati,"""Mamata""120, Gopinath Nagar, Guwahati-781016",False,,,
119,ASSAM,Dispensary,Guwahati,"Near Boragaon L.P. School, P.O. Gotanagar, Guwahati-781033",False,,,
120,ASSAM,Dispensary,Jalukbari,"Opp. Of GMOCA Eye Institute, West Jalukbari-14",False,,,
121,ASSAM,Dispensary,Guwahati,"P.O. Noonmati, Guwahati-781020",False,,,
122,ASSAM,Dispensary,Dhaligaon,"P.O. Dhaligaon, Dist. Bongaigaon-783380",False,,,
123,ASSAM,Dispensary,Dhubri,"Dhubri Bidyapara, P.O. Dhubri, Dhubri-783301",False,,,
124,ASSAM,Dispensary,Dibrugarh,"P.O. C.R. Building, Milannagar I-Lane, Dibrugarh-786003",False,,,
125,ASSAM,Dispensary,Numaligarh,"Numaligarh Tiniali,P.O. Kalalghat, P.O. Numaligarh, Dist. Golaghat",False,,,
126,ASSAM,Dispensary,Jorhat,"Neheru Park, Near Janam Bhumi Press, R. K. Path, Jorhat, Assam PIN- 785001",False,,,
127,ASSAM,Dispensary,Nijrajapur,"Nijrajapur, Opp. Union Club, Jagiroad, Dist. Morigaon",False,,,
128,ASSAM,Dispensary,Lakhinagar,"P.O. Haibargaon, Lakhinagar, Dist.-Nagaon-782002",False,,,
129,ASSAM,Dispensary,Tezpur,"Jahanagar, P.O. Tezpur, Dist. Sonitpur",False,,,
130,ASSAM,Dispensary,Tiniali,"Digboi Tiniali, P.O. Digboi, Dist. Tinsukia",False,,,
131,ASSAM,Dispensary,Doomdooma,"Azad Road, Near Lotus School, PO & Dist : Doomdooma",False,,,
132,ASSAM,Dispensary,Guwahati,"8th Mile, Guwahati-781022",False,,,
133,ASSAM,Dispensary,Makum,"P.O. Makum, Dist. Tinsukia",True,mappls.com,"ESI Dispensary, Makum, Assam, 786170 - mappls.com",https://www.mappls.com/n9jlp2
134,ASSAM,Dispensary,Margherita,"P.O. Margherita, Chegushari Tiniali, Udayog Nagar, Dist. Tinsukia",False,,,
135,ASSAM,Dispensary,Parbotiya,"P.O. Sukhanpukhuri, Parbotiya, Dist. Tinsukia",False,,,
136,ASSAM,Dispensary,Tinsukia,"Bordoloi Nagar, Tinsukia-786125",False,,,
137,ASSAM,Dispensary,Meghalaya,"Lower Lachumiere, Shillong-793001, Meghalaya",False,,,
138,ASSAM,Dispensary,Meghalaya,"Teja Bagan, EPIP, Byrnihat-793101, Meghalaya",False,,,
139,ASSAM,Dispensary,Nagaland,"Mero's Building 2nd Floor, 4th Mile, Diphupar, Dimapur, Nagaland PIN - 797112",False,,,
140,ASSAM,Dispensary,Tripura (West),"Shyamali Bazar, Kunjaban, Agartala, Tripura(West)-799006",False,,,
141,ASSAM,Dispensary,Duliajan,"C/o-Utpal Goroh, Near AGCL Maingate, Indian Bank Complex, P.O-Duliajan, Dist- Dibrugarh",False,,,
142,ASSAM,Dispensary,Ulubari,"Senapati Road, Silpukhuri, Guwahati-781003",False,,,
143,Assam,Dispensary,Churachandrapura,"Yaima Commercial Complex, Keishampat Junction, Churachandrapura Parking, West Imphal, Manipur - 795001",False,,,
144,ASSAM,Branch Office,Guwahati,"MRD Road, House No. 16, Bamunimaidan, Guwahati-781021",False,,,
145,ASSAM,Branch Office,Guwahati,"ESI Corporation 2nd Floor Prabha Bhaban Adabari Tiniali, Ghy - 781012",False,,,
146,ASSAM,Branch Office,Guwahati,"ESI Corporation, Narengi, Patharquarry, VIP Road, Ghy-781026",False,,,
147,ASSAM,Branch Office,Nagaon,"ESI Corporation, PWD Colony, Bhotikatia, Nagaon-782002",False,,,
148,ASSAM,Branch Office,Guwahati,"Poniya Grant Teligarom, Dist Golaghat, Guwahati, Assam 785699, India",False,,,
149,ASSAM,Branch Office,Tezpur,"Bishnu Rabha Path, Kamar Chuburi, N T Road, Tezpur - 784001",False,,,
150,ASSAM,Branch Office,Jorhat,"ESI Corporation, House No. 392, Ward No. 10, Phukan Ali, Tarajan, Jorhat - 785001",False,,,
151,ASSAM,Branch Office,Tinsukia,"Branch Office, Tinsukia, ESIC, Udyognagar, Sukan Pukhuri, Tinsukia - 786125",False,,,
152,ASSAM,Branch Office,Bongaigaon,"ESI Corporation, Chapaguri Road Near R N Motors, Bongaigaon-783380",False,,,
153,ASSAM,Branch Office,Dhubri,"ESI Corporation,, A C Dasgupta Road Tetultola, Dhubri - 783301",False,,,
154,ASSAM,Branch Office,Silchar,"ESI Corporation, Deshbandhu Road Silchar 788005",False,,,
155,ASSAM,Branch Office,Meghalaya,"Temple Road, Lower Lachumiere Shillong, Meghalaya, PIN - 793001",False,,,
156,ASSAM,Branch Office,Meghalaya,"Amiol Road, Byrnihat, Meghalaya PIN - 793101",True,megesis.nic.in,ESI Scheme in Meghalaya: Office of the Administrative Medical Officer ...,https://megesis.nic.in/
157,ASSAM,Branch Office,Nagaland,"Mero's Building 2nd Floor, 4th Mile, Diphupar, Dimapur, Nagaland PIN - 797112",False,,,
158,ASSAM,Branch Office,Tripura (West),"Shyamali Bazar, Kunjaban, Agartala, Tripura (West) PIN - 799006",False,,,
159,ASSAM,Branch Office,Barpeta,"BARPETA TOWN, DISTRICT: BARPETA, ASSAM, PIN - 781301",False,,,
160,ASSAM,Branch Office,Chirang,"PO: CHIRANG, ASSAM-783385",False,,,
161,ASSAM,Branch Office,Lakhimpur,"PO: NORTH LAKHIMPUR, ASSAM-787031",False,,,
162,ASSAM,Branch Office,Sibsagar,"A T ROAD, SIBSAGAR, ASSAM - 785640",False,,,
163,ASSAM,Branch Office,Udalguri,"Udalguri, Assam 784509",False,,,
164,ASSAM,Branch Office,Nalbari,"Near Gordon College, Nalbari-781335",False,,,
165,ASSAM,Branch Office,Majuli,"Garmur, Majuli, Assam-785104",False,,,
166,ASSAM,Branch Office,Dibrugarh,Dibrugarh Town,False,,,
167,ASSAM,Branch Office,Mangaldai,Mangaldai Town,False,,,
168,ASSAM,Branch Office,Chhaygaon,Chhaygaon Town,False,,,
169,ASSAM,Branch Office,Goalpara,Goalpara Town,False,,,
170,ASSAM,Branch Office,Ambassa,"GANGANAGAR, AMBASSA, TRIPURA-799289",False,,,
171,ASSAM,Branch Office,Bishalgarh,"CENTRAL ROAD, BISHALGARH, TRIPURA - 799104",False,,,
172,ASSAM,Branch Office,Udaipur,"RADHAKISHORPUR, UDAIPUR, TRIPURA - 799120",False,,,
173,ASSAM,Branch Office,Dharmanagar,"THANA ROAD, DHARMANAGAR, NORTH TRIPURA, TRIPURA 799250",False,,,
174,Assam,Branch Office,Churachandrapura,"Yaima Commercial Complex, Keishampat Junction, Churachandrapura Parking, West Imphal, Manipur - 795001",False,,,
177,Bihar,Hospital,Patna,"Medical Superintendent, E.S.I. Hospital, Phulwarisharif, Patna",False,,,
178,Bihar,Dispensary,Bhagalpur,"Type-III, Quarter No. 201, TTS, Contractors Colony, NTPC Campus, KAHALGAON, PIN-813214",False,,,
179,Bihar,Dispensary,Bihar Sharif,"IMO In-Charge, Magal Kuan, Opp. Water Tank, Biharsharif, ESI Dispensary, Biharsharif, Maghal Kuan, P.O. Sohsarai, Distt Nalanda 803118",False,,,
180,Bihar,Dispensary,Gaya,"IMO Incharge, H/o-Sri Narayan Prasad, S/o Late, House No-47, Ashok Nagar, Ward No-10, P.S. Rampur, Distt- Gaya, Pin Code- 823001, Bihar",False,,,
181,Bihar,Dispensary,Katihar,"IMO In-Charge ,Angara Chowk,Daheria Road, Katihar",False,,,
182,Bihar,Dispensary,Muzaffarpur,"IMO In-Charge, Kalambagh Chowk, Muzaffarpur",True,esicbihar.in,ESIC Dispensary in Bihar - ESICBihar,https://esicbihar.in/esic-dispensary-in-bihar/
183,Bihar,Dispensary,Patna,"ESI Dispensary, Mahabir Nagar, Main Road, Digha, Patna",False,,,
184,Bihar,Dispensary,Patna,"ESI Dispensary, Bata (G) (Digha, Nasangar) Patna",False,,,
185,Bihar,Dispensary,Patna,"ESI Dispensary, Bata Factory Campus, Hathidah, Mokameh, Patna",False,,,
186,Bihar,Dispensary,Patna,"IMO In-Charge ,Ashok Nagar, Road No-7, Kankarbagh, Patna-800020.",False,,,
187,Bihar,Dispensary,Patna,"IMO In-Charge, Rampur Khirki, Near Nath Cold storage, Patna city, Patna/ESI Dispensary, In front of Raj Cold Storage, Jallapur, Ranipur, Patna.",False,,,
188,Bihar,Dispensary,Rohatas,"IMO In-Charge, Banjari, Rohtas",False,,,
189,Bihar,Dispensary,Hajipur,"IMO In-Charge, Rana Pratap Colony,Station Road, Hajipur",False,,,
190,Bihar,Dispensary,Samastipur,"ESIC Dispensary, Samastipur",False,,,
191,Bihar,Dispensary,Munger,"IMO In-Charge, Sojhi Ghat, Munger",False,,,
192,Bihar,Dispensary,Bhagalpur,"IMO In-Charge, Ma Medico, Lahari Tola, Bhagalpur",False,,,
193,Bihar,Dispensary,Patna,"IMO In-charge, ESI Dispensary, H/O- Sri Ram Lawtiya Singh, House no-1/b, Road No-25, Sri Krishna Nagar, Patna, Pin code- 800001",False,,,
194,Bihar,Branch Office,Barauni,"College Road, Barauni Dr.Indira Raj Clinic Peepra Road West BUD College,, College Road, Begusarai)",False,,,
195,Bihar,Branch Office,Bhagalpur,"ESIC Office, Smt. Priyanka Soni, C/o-Rajiv Kumar Singh, Infront of DDC House, Aadamour, Bhagalpur, Pin Code- 812001",False,,,
196,Bihar,Branch Office,Bihar Sharif,"ESIC Branch Office, Ana Ghat St Road Khana More Biharshari 1st Floor,Sagar kumar Palace,Khandak Mor(Station Rd.),Bihar Sharif, Nalanda)",False,,,
197,Bihar,Branch Office,Darbhanga,Sinha homeopathic meducal college bakaraganj lahariya sarai,False,,,
198,Bihar,Branch Office,Dugha,"H/O Sri Deo Narayan Singh, First Floor, Near Kurji Pool, Digha, Patna-800001",False,,,
199,Bihar,Branch Office,Gaya,"H/o Late M. M Singh, Durga Asthhan Tutwari, Gaya",True,esic.gov.in,ESIC Dispensary-cum-Branch Office (DCBO) | Healthcare Services,https://esic.gov.in/dcbos/index/page:3
200,Bihar,Branch Office,Hajipur,"ESIC Branch Office, Ramaykunj, Maharana pratap colony, Hajipur, Vaishali, Pin Code 844101",False,,,
201,Bihar,Branch Office,Katihar,"Angara Chowk, Katihar",False,,,
202,Bihar,Branch Office,Mokama,"Gurudep Tola Mokamajed branch office, Gurudev Tola near bharat began eng Works, Mokamah(they shifted just right road to left road)parshuram asthan ward number 1",False,,,
203,Bihar,Branch Office,Muzaffarpur,"Behind S.B.I., Bhagwanpur Chowk Muzaffarpur(Power house, Madipur,Muzaffarpur)",False,,,
204,Bihar,Branch Office,Munger,"ESI Dispensary Building, Sojhi Ghat, Munger",False,,,
205,Bihar,Branch Office,Patna,"Panchdeep Bhawan, J.L.Nehru Marg, Patna",False,,,
206,Bihar,Branch Office,Patna,"Marpha Road, Patna City",False,,,
207,Bihar,Branch Office,Rohatas,ESI Dispensary Building Banjari Rohtas,False,,,
208,Bihar,Branch Office,Samastipur,"Branch Manager, ESIC, Branch Office, Vill-Musapur, Posh- Naranga, Distt- Samastipur",False,,,
209,Bihar,Branch Office,Bihar,"Type-III, Quarter No. 202, 115, Contractors Colony, NTPC Campus, KAHALGAON, PIN- 813214",False,,,
210,Bihar,Branch Office,Dumraon,"H/O- Shri Ram Singh, Rajgarh, Dumrao, Buxar",False,,,
213,C.G.,Dispensary,Raipur,ESI Disp. Opposite Banna Petrol Pump Madhav Rao Sapre Nagar Bilaspur Road Beergao-493221,False,,,
214,C.G.,Dispensary,Chhattisgarh,"ESI Dispensary, Krishna chook, Patel Bhawan, Mandir Hasoud, Raipur, 492101(CG)",False,,,
215,C.G.,Dispensary,Chhattisgarh,ESI DISPENSARY HOUSE OF DOMAN PRASAD JOSHI NEAR RAILWAY STATION BAIKUNTH TILDA RAIPUR (C.G.),False,,,
216,C.G.,Dispensary,Raipur,ESI Dispensary HIGD 117/G Housing Board Colony Phase-3 Goal Chowk Kabir Nagar Raipur C.G.,False,,,
217,C.G.,Dispensary,Raipur,"ESI Dispensary, Jaitwa building, Opp. State Bank, Above Kamra Vedica, Dispuran road, Fafadi, Raipur (CG)",False,,,
218,C.G.,Dispensary,Bhilai,"ESI Dispensary, school no 24, sector-11, zone-2, Khursipar, Bhilai, Durg, CG",False,,,
219,C.G.,Dispensary,Bhilai,"ESI Dispensary c/o R.R. Singh Plot No. 10/11-12, Radhika Nagar, Supela, Bhilai - 490023",False,,,
220,C.G.,Dispensary,Durg,"ESI Dispensary, Opp Housing Board Colony, G.E.Road, Kumhari, Distt-Durg (CG), 490042",False,,,
221,C.G.,Dispensary,Bhilai,"ESI Dispensary, Gandhi Chowk, Sondang (JCV), Hathkhoj, Bhilai, Durg, CG - 490026",False,,,
222,C.G.,Dispensary,Chhattisgarh,"ESI Dispensary, Village and post Ravmara, Dist. Durg (C.G.), PIN 491001",False,,,
223,C.G.,Dispensary,Bilaspur,"ESI Dispensary, Jarhabhata, Mandir Chowk, Near Imambada, Raipur Road, Bilaspur, CG",False,,,
